ein,name,mission,city,state
96,THE ROSALIND AND JOSEPH GURWIN JEWISH,OPERATION OF A NURSING HOME AND DAYCARE PROGRAM,COMMACK,NY
97,THE LONG ISLAND HOME,"THE LONG ISLAND HOME STRIVES TO PROVIDE innovative, effective and cost-efficient services within an integrated community health delivery system.",AMITYVILLE,NY
98,MARYHAVEN CENTER OF HOPE Inc,ENRICH THE LIVES OF PEOPLE WITH SPECIAL NEEDS.,MANORVILLE,NY
99,STATEN ISLAND UNIVERSITY HOSPITAL,Staten Island strives to improve the health of the communities it serves and is committed to providing the highest quality of care for the community regardless of ability to pay,WESTBURY,NY
100,WOMEN'S LEAGUE COMMUNITY RESIDENCES,WE SERVE THE DEVELOPMENTALLY DISABLED WITH RESIDENTIAL AND OTHER PROGRAMS CERTIFIED BY THE NEW YORK STATE OFFICE OF PEOPLE WITH DEVELOPMENTAL DISABILITIES.,BROOKLYN,NY
101,THE SILVERCREST CENTER FOR NURSING AND REHABILITATION,SKILLED NURSING FACILITY,JAMAICA,NY
102,NORTHWELL HEALTH FOUNDATION,"FOUNDATION'S MISSION IS TO SOLICIT, RECEIVE AND ADMINISTER FUNDS TO BE USED FOR MAJOR MODERNIZATION AND OTHER HEALTH CARE RELATED SERVICES FOR NORTHWELL HEALTH, INC.",WESTBURY,NY
103,NORTHWELL HEALTHCARE INC,"Northwell Healthcare, Inc. provides ADVISORY AND ADMINISTRATIVE support services to affiliated health care organizations within Northwell Health.",WESTBURY,NY
104,Healthfirst Health Plan Inc,"IMPROVE THE HEALTH AND WELL-BEING OF UN DERSERVED POPULATIONS BY PROVIDING AFFORDABLE QUALITY HEALTH PLANS TO ELIGIBLE MEDICARE,COMPLETE CARE,FIDA&COMMERCIAL INSURANCE RECIPIENTS.",New York,NY
105,YELED V'YALDA EARLY CHILDHOOD CENTER INC,"TO PROVIDE CHILDREN AND FAMILIES A NETWORK OF EDUCATIONAL, CHILDCARE, DEVELOPMENTAL SERVICES, HEALTH AND PHYSICAL FITNESS SERVICES, NUTRITIONAL GUIDANCE, AND FAMILY SUPPORT.",BROOKLYN,NY
106,SAMUEL FIELD YM-YWHA INC,"THE SAMUEL FIELD YM&YWHA IS A NOT FOR PROFIT COMMUNITY BASED ORGANIZATION DEDICATED TO ITS MISSION OF PRESERVING, SUSTAINING AND ENHANCING THE QUALITY OF INDIVIDUAL, FAMILY AND COMMUNAL LIFE FOR ALL MEMBERS OF OUR COMMUNITY.",LITTLE NECK,NY
107,NEW YORK EDGE INC,"THE MISSION OF NEW YORK EDGE IS TO HELP BRIDGE THE OPPORTUNITY GAP AMONG UNDERSERVED STUDENTS BY PROVIDING PROGRAMS DESIGNED TO IMPROVE ACADEMIC PERFORMANCE, HEALTH AND WELLNESS, SELF-CONFIDENCE, AND LEADERSHIP SKILLS FOR SUCCESS IN LIFE.",WOODSIDE,NY
108,FISHER HOUSE FOUNDATION INC,"TO CONSTRUCT AND FURNISH FISHER HOUSES, PROVIDE ASSISTANCE AND SCHOLARSHIPS TO MILITARY FAMILIES AND CHILDREN & ENHANCE THE QUALITY OF LIFE FOR VETERANS AND ARMED FORCES MEMBERS.",ROCKVILLE,MD
109,UNIVERSITY PHYSICIANS OF BROOKLYN INC,TO PROVIDE MEDICAL CARE TO ITS PATIENTS AND SUPPORT THE EDUCATIONAL OBJECTIVES OF SUNY HEALTH SCIENCE CENTER AT BROOKLYN.,BROOKLYN,NY
110,PLAINVIEW HOSPITAL,health of the communities it serves and is committed to providing the highest quality of care for the community regardless of ability to pay,WESTBURY,NY
111,AFRICAN AMERICAN PLANNING COMMISSION INC,"African American Planning Commission Inc., is committed to addressing homelessness and the related issues of domestic violence, HIV/AIDS, housing shortage, and unemployment",BROOKLYN,NY
112,Brooklyn Defender Services,"TO PROVIDE LEGAL REPRESENTATION, ADVOCACY AND OTHER RELATED SERVICES TO LOW-INCOME PEOPLE.",Brooklyn,NY
113,HUMAN CARE SERVICES FOR FAMILIES AND,TO PROVIDE COMMUNITY BASED SERVICES TO THE DEVELOPMENTALLY DISABLED,BROOKLYN,NY
114,NORTHWELL HEALTH LABORATORIES,"THE ORGANIZATION IS A CENTRAL MEDICAL LAB WITH SATELLITE LOCATIONS THAT PROVIDE LAB SERVICES FOR SYSTEM AFFILIATES AND FOR NASSAU, SUFFOLK, NYC & WESTCHESTER RESIDENTS.",WESTBURY,NY
115,WSNCHS NORTH INC,"WE, AT CH, HUMBLY JOIN TOGETHER TO BRING CHRIST'S HEALING MISSION AND THE MISSION OF MERCY OF THE CATHOLIC CHURCH EXPRESSED IN CATHOLIC HEALTH CARE TO OUR COMMUNITIES.",BETHPAGE,NY
116,METROPOLITAN JEWISH HEALTH SYSTEM INC,TO SUPPORT THE DELIVERY OF HEALTH CARE SERVICES TO PATIENTS IN THE NEW YORK METROPOLITAN AREA.,NEW YORK,NY
117,CHS SERVICES INC,"WE, AT CH, HUMBLY JOIN TOGETHER TO BRING CHRIST'S HEALING MISSION AND THE MISSION OF MERCY OF THE CATHOLIC CHURCH EXPRESSED IN CATHOLIC HEALTH CARE TO OUR COMMUNITIES.",ROCKVILLE CENTRE,NY
118,UNITED BREAST CANCER FOUNDATION INC,"UBCF'S PURPOSE IS TO MAKE A POSITIVE DIFFERENCE IN THE LIVES OF THOSE AFFECTED BY BREAST CANCER. UBCF AIDS IN PROVIDING SCREENING, TREATMENT, AFTER-CARE, EDUCATIONAL MATERIAL, AND PATIENT AND FAMILY ASSISTANCE AND INFORMATION. UBCF PROVIDES GRANTS TO HOSPITALS AND COMMUNITY HEALTH CENTERS TO BENEFIT PATIENTS AND FAMILIES COPING WITH BREAST CANCER. UBCF STRIVES TO ALLEVIATE THE STRESS AND STRAIN THAT CANCER CAN CAUSE TO PATIENTS AND FAMILIES AND TO FOSTER HEALTH AND WELL-BEING THROUGH BOTH TRADITIONAL AND HOLISTIC TREATMENTS BY NEVER DENYING ANYONE SERVICE REGARDLESS OF AGE, RACE, GENDER, OR INCOME.",HUNTINGTON,NY
119,The Boeing Company Veba Master Trust,"TO PROVIDE MEDICAL, DENTAL AND VISION BENEFITS TO ACTIVE AND RETIRED PARTICIPANTS AND THEIR FAMILIES, AS APPLICABLE.",BROOKLYN,NY
120,CHS PHYSICIAN PARTNERS PC,"WE, AT CH, HUMBLY JOIN TOGETHER TO BRING CHRIST'S HEALING MISSION AND THE MISSION OF MERCY OF THE CATHOLIC CHURCH EXPRESSED IN CATHOLIC HEALTH CARE TO OUR COMMUNITIES.",ROSLYN,NY
121,THE OJC FUND,"TO MAINTAIN A DONOR ADVISED FUND BY HONORING OUR COMMITMENT TO FUNDHOLDERS BY PROVIDING SERVICES TO MAKE THEIR CHARITABLE GIVING ADMINISTRATIVELY EFFICIENT, AND PERSONALLY REWARDING.",BROOKLYN,NY
122,MOSAIC,"EMBRACING GOD'S CALL, MOSAIC RELENTLESSLY PURSUES OPPORTUNITIES THAT EMPOWER PEOPLE.",OMAHA,NE
123,KIPP METRO ATLANTA COLLABORATIVE INC,"TOGETHER WITH FAMILIES AND COMMUNITIES, WE CREATE JOYFUL, ACADEMICALLY EXCELLENT SCHOOLS THAT PREPARE STUDENTS WITH THE SKILLS AND CONFIDENCE TO PURSUE THE PATHS THEY CHOOSE - COLLEGE, CAREER, AND BEYOND - SO THEY CAN LEAD FULFILLING LIVES AND BUILD A MORE JUST WORLD.",ATLANTA,GA
124,GRACE CHURCH SCHOOL,"TO PROVIDE EXEMPLARY EDU. FOR CHILDREN REFLECTING ETHNIC, RELIGIOUS, AND SOCIO-ECONOMIC DIVERSITY.",NEW YORK,NY
125,METRO AREA CONTINUUM OF CARE FOR THE,TO STRENGTHEN THE COLLECTIVE IMPACT TO END HOMELESSNESS IN OUR COMMUNITY.,OMAHA,NE
126,THE GOLDMAN SACHS CHARITABLE GIFT FUND,"THE GOLDMAN SACHS CHARITABLE GIFT FUND (""GOLDMAN SACHS GIVES"") IS A DONOR-ADVISED FUND AVAILABLE TO CURRENT AND RETIRED SENIOR EMPLOYEES OF GOLDMAN SACHS. GOLDMAN SACHS GIVES MAINTAINS DONOR ADVISED ACCOUNTS FROM WHICH DONORS AND DONOR ADVISORS CAN RECOMMEND GRANTS TO QUALIFIED CHARITABLE ORGANIZATIONS. GOLDMAN SACHS GIVES IS COMMITTED TO FOSTERING INNOVATIVE IDEAS, SOLVING ECONOMIC AND SOCIAL ISSUES, AND ENABLING PROGRESS IN UNDERSERVED COMMUNITIES GLOBALLY.",NEW YORK,NY
127,ADULTS AND CHILDREN WITH LEARNING,PROVIDE CHILDREN & ADULTS WITH DEVELOPMENTAL DISABILITIES OPPORTUNITIES TO PURSUE ENVIABLE LIVES.,BETHPAGE,NY
128,DEVELOPMENTAL DISABILITIES INSTITUTE INC,WE HELP CHILDREN AND ADULTS WITH AUTISM AND OTHER DEVELOPMENTAL DISABILITIES EXPERIENCE PERSONAL GROWTH AND FULFILLMENT.,SMITHTOWN,NY
129,STONY BROOK FOUNDATION INC,TO ADVANCE THE TAX-EXEMPT MISSION OF SUNY STONY BROOK THROUGH FUNDRAISING EFFORTS.,STONY BROOK,NY
130,Ohel Children's Home and Family Services,TO MEET THE DIVERSE AND GROWING SOCIAL SERVICE NEEDS OF THE COMMUNITY.,Brooklyn,NY
131,ENVIRONMENTAL DEFENSE FUND INCORPORATED,"TO PRESERVE THE NATURAL SYSTEMS ON WHICH ALL LIFE DEPENDS. GUIDED BY SCIENCE & ECONOMICS, WE FIND PRACTICAL & LASTING SOLUTIONS TO THE MOST SERIOUS ENVIRONMENTAL PROBLEMS.",NEW YORK,NY
132,LOCAL 282 WELFARE TRUST FUND,"TO PROVIDE HEALTH, WELFARE AND OTHER BENEFITS TO PLAN PARTICIPANTS.",LAKE SUCCESS,NY
133,INTERNATIONAL BROTHERHOOD OF TRADE,"THE FUND PROVIDES HEALTH BENEFITS(MEDICAL, DENTAL, OPTICAL AND PRESCRIPTION)COVERAGE FOR ELIGIBLE PARTICIPANTS AND THEIR COVERED DEPENDENTS.",CARLE PLACE,NY
134,THE ADVERTISING COUNCIL INC,"THE AD COUNCIL CONVENES CREATIVE STORYTELLERS TO EDUCATE, UNITE AND UPLIFT AUDIENCES - SEE PART III",NEW YORK,NY
135,AMERICAN ARBITRATION ASSOCIATION INC,"THE AMERICAN ARBITRATION ASSOCIATION (""AAA"") IS DEDICATED TO EFFECTIVE, EFFICIENT AND ECONOMICAL METHODS OF DISPUTE RESOLUTION THROUGH EDUCATION, TECHNOLOGY AND SOLUTIONS-ORIENTED SERVICE.THE CORPORATE PURPOSE OF THE AAA, AS DESCRIBED IN ITS BYLAWS, IS ""FOR THE BENEFIT AND EDUCATION OF THE GENERAL PUBLIC AND INTERESTED PARTIES, TO STUDY, RESEARCH, PROMOTE, ESTABLISH AND ADMINISTER PROCEDURES FOR THE RESOLUTION OF DISPUTES OF ALL KINDS THROUGH THE USE OF ARBITRATION, MEDIATION, CONCILIATION, NEGOTIATION, DEMOCRATIC ELECTIONS AND OTHER VOLUNTARY PROCEDURES.",NEW YORK,NY
136,AMERICAN INSTITUTE OF CERTIFIED PUBLIC,"THE AMERICAN INSTITUTE OF CERTIFIED PUBLIC ACCOUNTANTS IS A MEMBERSHIP ORGANIZATION WHOSE PRIMARY EXEMPT PURPOSES ARE TO SERVE AND UNITE THE ACCOUNTANCY PROFESSION, TO DEVELOP AND MAINTAIN HIGH PROFESSIONAL STANDARDS, TO ADVANCE THE SCIENCE OF ACCOUNTANCY, TO DEVELOP AND IMPROVE ACCOUNTANCY EDUCATION AND TO PROVIDE FOR THE EXAMINATION OF CANDIDATES.",DURHAM,NC
137,AMERICAN PETROLEUM INSTITUTE,"SEE FORM 990, PART III, LINE 1 FOR COMPLETE MISSION STATEMENT",WASHINGTON,DC
138,AMERICAN SOCIETY FOR TECHNION,THE AMERICAN TECHNION SOCIETY SUPPORTS VISIONARY EDUCATION AND WORLD-CHANGING (CONTINUED ON SCH O),NEW YORK,NY
139,ASSOCIATION OF NATIONAL ADVERTISERS INC,"SEE SCHEDULE O.THE ASSOCIATION OF NATIONAL ADVERTISERS, INC. (ANA) WAS ORGANIZED IN 1910 EXCLUSIVELY TO SERVE CORPORATIONS THAT ADVERTISE REGIONALLY OR NATIONALLY.",NEW YORK,NY
140,Service Employees International Union Local,"A LABOR UNION FOR WORKERS WHO ARE EMPLOYED IN THE PROPERTY SERVICES INDUSTRY IN ORDER TO SEEK IMPROVEMENTS IN WAGES, WORK CONDITIONS AND PROMOTE THEIR WELFARE.",NEW YORK,NY
141,Carnegie Endowment for International Peace,SEE SCHEDULE O.,Washington,DC
142,COLUMBIA GRAMMAR AND PREPARATORY SCHOOL,TO PROVIDE A CONTINUOUS EDUCATION PROGRAM FOR BOYS AND GIRLS FROM PRESCHOOL THROUGH HIGH SCHOOL.,NEW YORK,NY
143,EDISON ELECTRIC INSTITUTE INC,"THE EDISON ELECTRIC INSTITUTE (EEI) IS THE ASSOCIATION THAT REPRESENTS ALL U.S. INVESTOR-OWNED ELECTRIC COMPANIES. OUR MEMBERS PROVIDE ELECTRICITY FOR MORE THAN 250 MILLION AMERICANS, AND OPERATE IN ALL 50 STATES AND THE DISTRICT OF COLUMBIA. THE ELECTRIC POWER INDUSTRY SUPPORTS MORE THAN 7 MILLION JOBS IN COMMUNITIES ACROSS THE UNITED STATES. IN ADDITION TO OUR U.S. MEMBERS, EEI HAS MORE THAN 65 INTERNATIONAL ELECTRIC COMPANIES AS INTERNATIONAL MEMBERS AND HUNDREDS OF INDUSTRY SUPPLIERS AND RELATED ORGANIZATIONS AS ASSOCIATE MEMBERS. ORGANIZED IN 1933, EEI PROVIDES PUBLIC POLICY LEADERSHIP, STRATEGIC BUSINESS INTELLIGENCE, AND ESSENTIAL CONFERENCES AND FORUMS.",WASHINGTON,DC
144,JOINT INDUSTRY BOARD OF THE ELECTRICAL INDUSTRY,To supervise and administer various benefit plans under collective bargaining agreements and the related agreements and working rules.,Flushing,NY
145,PENSION COMM JOINT INDUSTRY BOARD OF THE ELECTRICAL INDUSTRY,TO PROVIDE MEDICAL AND OTHER BENEFITS TO ELIGIBLE MEMBERS OF THE ELECTRICAL INDUSTRY,FLUSHING,NY
146,LYCEE FRANCAIS DE NEW YORK,"""CITIZENS OF CULTURE AND COURAGE""COMMITTED TO BILINGUAL FRENCH AND AMERICAN EDUCATION OF THE HIGHEST STANDARD, OUR MISSION IS TO PREPARE STUDENTS OF MANY ORIGINS TO BE THINKERS, INNOVATORS AND LEADERS, AT HOME IN THE WORLD. WE INSPIRE AND ENCOURAGE EACH STUDENT TO EXCEL AND TO SEEK ACADEMIC AND PERSONAL CHALLENGE, TO DISCOVER INTERESTS AND FULFILL TALENTS, TO EMBRACE DIVERSITY AND BUILD COMMUNITY, TO UPHOLD INTEGRITY AND CONTRIBUTE TO MAKING A DIFFERENCE.LYCEE FRANCAIS DE NEW YORK IS AN INDEPENDENT BILINGUAL FRENCH AND AMERICAN SCHOOL CHALLENGING STUDENTS FROM OVER 65 NATIONALITIES IN PRE-KINDERGARTEN THROUGH GRADE TWELVE TO BECOME THINKERS, LEADERS AND INNOVATORS, WHO ARE AT HOME IN THE WORLD AND INSPIRED TO MAKE A DIFFERENCE IN THE LIVES OF OTHERS. THE LYCEE OFFERS AN AUTHENTIC FRENCH CURRICULUM, RENOWNED FOR ITS RIGOR, BREADTH AND DEPTH, TAUGHT BY FRENCH-TRAINED TEACHERS.",NEW YORK,NY
147,Motion Picture Association Inc,PROTECT AND PROMOTE THE MOTION PICTURE INDUSTRY,Sherman Oaks,CA
148,NAACP EMPOWERMENT PROGRAMS INC,"OUR MISSION IS TO ACHIEVE EQUITY, POLITICAL RIGHTS, AND SOCIAL INCLUSION BY ADVANCING POLICIES AND PRACTICES THAT EXPAND HUMAN AND CIVIL RIGHTS, ELIMINATE DISCRIMINATION AND ACCELERATE WELLBEING, EDUCATION, AND ECONOMIC SECUIRTY OF BLACK PEOPLE AND ALL PERSONS OF COLOR.",BALTIMORE,MD
149,NATIONAL ASSOCIATION OF MANUFACTURERS,"TO ENHANCE THE COMPETITIVENESS OF MANUFACTURERS BY SHAPING A LEGISLATIVE AND REGULATORY ENVIRONMENT CONDUCIVE TO U.S. ECONOMIC GROWTH AND TO INCREASE UNDERSTANDING AMONG POLICYMAKERS, THE MEDIA, AND THE GENERAL PUBLIC ABOUT THE VITAL ROLE OF MANUFACTURING TO AMERICA'S ECONOMIC FUTURE AND LIVING STANDARDS.",WASHINGTON,DC
150,NEW YORK ATHLETIC CLUB,"TO PROMOTE AMATEUR SPORTS, EXERCISE AND ATHLETICS OF EVERY KIND AND TO ENCOURAGE PHYSICAL FITNESS.",NEW YORK,NY
151,NEW YORK MEDICAL COLLEGE,"EDUCATE PHYSICIANS, SCIENTISTS, PUBLIC HEALTH SPECIALISTS & OTHER HEALTHCARE PROFESSIONALS.",VALHALLA,NY
152,PACKAGING MACHINERY MANUFACTURERS,PMMI IMPROVES AND PROMOTES MEMBERS' ABILITIES TO SUCCEED IN A GLOBAL MARKETPLACE.,HERNDON,VA
153,UNITED STATES GOLF ASSOCIATION,SEE SCHEDULE O,LIBERTY CORNER,NJ
154,1199 SEIU UNITED HEALTHCARE WORKERS EAST,1199SEIU - TO ORGANIZE AND UNITE EMPLOYEES IN THE HEALTH CARE INDUSTRY.,NEW YORK,NY
155,Steamfitters Industry Welfare Fund,The Fund provides health coverage and other benefits to eligible participants in accordance with the rules and regulations of the Fund.,Long Island City,NY
156,UNITED STATES OLYMPIC AND PARALYMPIC,EMPOWER TEAM USA ATHLETES TO ACHIEVE SUSTAINED COMPETITIVE EXCELLENCE AND WELL-BEING.,COLORADO SPRINGS,CO
157,HENRY STREET SETTLEMENT,"TO DELIVER A WIDE RANGE OF SOCIAL SERVICES, ARTS AND HEALTH CARE PROGRAMS TO NEW YORKERS.",NEW YORK,NY
158,AMERICAN FRIENDS OF HEBREW,"SUPPORT THE HEBREW UNIV. OF JERUSALEM, ISRAEL'S FOREMOST CENTER OF HIGHER EDU. & RESEARCH.",NEW YORK,NY
159,NEW YORK HOTEL TRADES COUNCIL & HOTEL,TO PROVIDE MEDICAL AND SURGICAL CARE TO ACTIVE AND RETIRED MEMBERS OF THE HOTEL INDUSTRY IN NEW YORK CITY AND TO EDUCATE IN HEALTH MAINTENANCE AND DISEASE PREVENTION AND TO SUPPORT MEDICAL RESEARCH AND TEACHING MEDICAL SCHOOLS.,NEW YORK,NY
160,UNITED SERVICE ORGANIZATIONS INC,THE USO STRENGTHENS AMERICA'S MILITARY SERVICE MEMBERS (CONTINUED IN SCHEDULE O),ARLINGTON,VA
161,EXCAVATORS UNION 731 WELFARE,COLLECTIVELY BARGAINED MULTI-EMPLOYER WELFARE FUND CREATED TO PROVIDE HEALTH & WELFARE BENEFITS TO PARTICIPANTS AND THEIR DEPENDENTS,ASTORIA,NY
162,THE AMERICAN SOCIETY FOR THE PREVENTION,TO PROVIDE EFFECTIVE MEANS FOR THE PREVENTION OF CRUELTY TO ANIMALS IN THE U.S.,NEW YORK,NY
163,UNITED CEREBRAL PALSY ASSOCIATIONS OF,"PROVIDE COMPREHENSIVE RESIDENTIAL, DAY HABILITAT. & THERAPEUTIC SUPPORT TO MORE THAN 1,000 PEOPLE WITH INTELLECT & DEVE DISAB & THEIR FAMILIES THROUGHOUT NYC & HUDSON VALLEY",NEW YORK,NY
164,AMERICAN BIBLE SOCIETY,TO MAKE THE BIBLE AVAILABLE TO EVERY PERSON IN A LANGUAGE AND FORMAT EACH CAN... SEE SCHEDULE O,PHILADELPHIA,PA
165,AMERICAN COMMITTEE FOR THE WEIZMANN INSTITUTE OF SCIENCE INC,THE AMERICAN COMMITTEE FOR THE WEIZMANN INSTITUTE OF SCIENCE ORCHESTRATES SUPPORT IN THE UNITED STATES FOR THE VIBRANT WORLD-RENOWNED SCIENTIFIC RESEARCH CENTER AND GRADUATE SCHOOL IN ISRAEL.,NEW YORK,NY
166,American Diabetes Association,The mission of the American Diabetes Association the Association is to prevent and cure diabetes and to improve the lives of all people affected by diabetes.,Arlington,VA
167,AMERICAN INSTITUTE OF CHEMICAL ENGINEERS,"TO INSPIRE A SAFE, CONNECTED, AND INCLUSIVE COMMUNITY DOING A WORLD OF GOOD AS:- THE GLOBAL LEADER OF THE CHEMICAL ENGINEERING PROFESSION- THE CENTER FOR LIFELONG PROFESSIONAL AND PERSONAL GROWTH- THE FOREMOST CATALYST IN APPLYING OUR EXPERTISE TO SUSTAINABLY MEET SOCIETAL NEEDS.",NEW YORK,NY
168,THE AMERICAN SOCIETY OF MECHANICAL,TO ADVANCE ENGINEERING FOR THE BENEFIT OF HUMANITY.,NEW YORK,NY
169,THE BREARLEY SCHOOL,THE BREARLEY SCHOOL IS A PRIVATE EDUCATIONAL INSTITUTION IN NEW YORK CITY THAT PROVIDES A QUALITYEDUCATION TO GIRLS IN GRADES K-12.,NEW YORK,NY
170,College Board,"College Board is a mission-driven not-for-profit organization that connects students to college success and opportunity. Founded in 1900, College Board was created to expand access to higher education. Today, the membership association is made up of over 6,000 of the world's leading educational institutions and is dedicated to promoting excellence and equity in education. Each year, College Board helps more than seven million students prepare for a successful transition to college and career through programs and services in readiness and success-including the SAT, the Advanced Placement Program, and BigFuture. The organization also serves the education community through research and advocacy on behalf of students, educators, and schools. For further information, visit collegeboard.org.",New York,NY
171,The Frick Collection,"The Frick Collection (the ""Collection"") operates an internationally recognized art museum and library program for the inspiration and enjoyment of the public and for the advancement of the study of fine arts and kindred subjects.",New York,NY
172,GIRL SCOUTS OF THE UNITED STATES OF,"GIRL SCOUTING BUILDS GIRLS OF COURAGE, CONFIDENCE, AND CHARACTER.",NEW YORK,NY
173,JEWISH HOME LIFECARE MANHATTAN,"JEWISH HOME LIFECARE (D.B.A THE NEW JEWISH HOME), MANHATTAN IS A NOT-FOR-PROFIT ORGANIZATION COMMITTED TO TRANSFORMING ELDERCARE FOR NEW YORKERS SO THEY CAN LIVE MEANINGFUL LIVES IN THE PLACE THEY CALL HOME.",NEW YORK,NY
174,INSTITUTE OF INTERNATIONAL EDUCATION,HELP PEOPLE AND ORGANIZATIONS LEVERAGE THE POWER OF INT'L EDUCATION - CONTINUED IN SCHEDULE O,NEW YORK,NY
175,JEWISH CHILD CARE ASSOCIATION,"JEWISH CHILD CARE ASSOCIATION OF NEW YORK (JCCA) HELPS ABUSED, NEGLECTED AND TRAUMATIZED CHILDREN HEAL PHYSICALLY AND EMOTIONALLY THROUGH COMPASSIONATE, QUALITY CARE.",BROOKLYN,NY
176,JUILLIARD SCHOOL,"PROVIDE THE HIGHEST CALIBER OF ARTISTIC EDUCATION (SEE SCHEDULE O)FOR GIFTED MUSICIANS, DANCERS, AND ACTORS FROM AROUND THE WORLD.",NEW YORK,NY
177,Lenox Hill Hospital,LENOX HILL STRIVES TO IMPROVE THE HEALTH of the communities it serves and is committed to providing the highest quality of care for the COMMUNITY REGARDLESS OF ABILITY TO PAY.,WESTBURY,NY
178,METROPOLITAN MUSEUM OF ART,"THE METROPOLITAN MUSEUM OF ART COLLECTS, STUDIES, CONSERVES, AND PRESENTS SIGNIFICANT WORKS OF ART ACROSS ALL TIMES AND CULTURES. PLEASE SEE SCHEDULE O FOR MORE DETAILS.",NEW YORK,NY
179,METROPOLITAN OPERA ASSOCIATION INC,PERFORMANCE OF OPERA TO THE PUBLIC.,NEW YORK,NY
180,THE MOUNT SINAI HOSPITAL,"MOUNT SINAI PROVIDES COMPASSIONATE PATIENT CARE AND ADVANCED MEDICINE THROUGH EDUCATION, RESEARCH AND OUTREACH IN THE MANY DIVERSE COMMUNITIES IT SERVES.",NEW YORK,NY
181,Museum of Modern Art,The Museum of Modern Art connects people from around the world (Continued in Schedule O),New York,NY
182,NATIONAL AUDUBON SOCIETY INC,"AUDUBON'S MISSION IS TO PROTECT BIRDS AND THE PLACES THEY NEED, TODAY AND TOMORROW.",NEW YORK,NY
183,The Conference Board Inc,"The Conference Board is the member-driven think tank that delivers trusted insights for what's ahead. We help Members anticipate ""What's Ahead,"" improve their performance, and better serve society. Founded in 1916, we are a non-partisan, not-for-profit entity holding 501 (c) (3) tax-exempt status in the United States.",New York,NY
184,NEW YORK FOUNDLING,SEE SCHEDULE O,NEW YORK,NY
185,NEW YORK HISTORICAL SOCIETY,"TO COLLECT, PRESERVE, AND INTERPRET, FOR THE BROADEST POSSIBLE PUBLIC, SEE SCHEDULE O",NEW YORK,NY
186,NEW YORK SOCIETY FOR THE RELIEF OF THE,"PROVIDE THE HIGHEST QUALITY PATIENT CARE, IMPROVE MOBILITY, & ENHANCE THE QUALITY OF LIFE FOR ALL, & ADVANCE THE SCIENCE OF ORTHOPEDIC SURG, RHEUMATOLOGY, & THEIR RELATED DISCIPLINES.",NEW YORK,NY
187,The Pierpont Morgan Library,"Museum and independent research library (see Schedule O)Home to one of the world's foremost collections of manuscripts, rare books, music, drawings, and ancient and other works of art, The Morgan Library & Museum offers visitors a stimulating range of exhibitions and public programs while providing researchers with access to its collection, both on site and electronically.",New York,NY
188,THE ROCKEFELLER UNIVERSITY,"The Rockefeller University (the University) is a world renowned center for research (see schedule O) and graduate education in the biomedical sciences, chemistry, bioinformatics, and physics. The University's 86 laboratories conduct both clinical and basic research and study a diverse range of biological and biomedical problems with the mission of improving the understanding of life for the benefit of humanity. Laboratories are loosely clustered in nine research areas covering a wide spectrum of disciplines in the life sciences, including neuroscience, immunology, genetics, structural biology and bioinformatics. The University does not charge tuition. Its revenues are derived primarily from investment income, government grants and contracts, and private gifts and grants.",NEW YORK,NY
189,SELFHELP COMMUNITY SERVICES INC,"TO PROVIDE HOMECARE AND OTHER COMMUNITY-BASED SERVICES IN NYC, NASSAU AND SUFFOLK COUNTIES.",NEW YORK,NY
190,Teachers College Columbia University,"See additional information for Part I, line 1 - the College's mission or most significant activities",New York,NY
191,VISITING NURSE SERVICE OF NEW YORK HOME,"TO IMPROVE THE HEALTH AND WELL-BEING OF PEOPLE THROUGH HIGH-QUALTY, COST-EFFECTIVE HEALTHCARE IN THE HOME AND COMMUNITY.",NEW YORK,NY
192,YESHIVA UNIVERSITY,"THE UNIVERSITY IS COMPOSED OF SEVERAL COLLEGES AND SCHOOLS PROVIDING EDUCATION, TRAINING, RESEARCH AND CLINICAL PROGRAMS. SEE SCHEDULE O.",NEW YORK,NY
193,YOUNG MEN'S CHRISTIAN ASSOCIATION OF,"YMCA GNY IS A COMMUNITY SVC ORGANIZATION FOR ALL NEW YORKERS TO EMPOWER YOUTH, IMPROVE HEALTH AND STRENGTHEN COMMUNITY. (SEE SCHEDULE O)",NEW YORK,NY
194,THE YOUNG MEN'S AND YOUNG WOMEN'S HEBREW,92NY IS A CULTURAL CENTER THAT PROVIDES PROGRAMS OF DISTINCTION THAT REFLECT ITS JEWISH VALUES.,NEW YORK,NY
195,The Jewish Federations of North America Inc,See Schedule O,New York,NY
